Reference,Order Value,Group
536599,2572,0
544101,2572.4,0
574102,2574,1
566169,2575.44,1
571546,2575.77,1
569860,2578.16,0
537757,2580,0
544307,2580.48,1
578375,2580.84,0
541473,2582.4,1
577605,2582.64,0
542148,2583,0
574861,2583.1,1
546558,2583.76,1
543053,2584,1
563731,2585.7,0
554815,2585.72,0
545477,2585.8,1
554813,2586.28,0
552770,2586.87,0
537842,2588.25,0
538633,2588.94,0
563849,2589.56,0
561530,2589.84,1
564653,2592.72,1
568161,2592.8,0
575971,2594.4,0
540732,2594.48,1
559325,2594.48,1
561909,2595,0
549056,2595.6,0
536514,2596,1
546031,2596.5,1
559336,2597.24,1
560287,2597.63,0
562490,2598,1
552847,2598.75,0
553193,2599.52,1
581180,2599.68,1
551515,2602.08,1
540769,2602.17,1
573419,2602.68,1
569518,2603.15,0
545665,2604.4,1
550162,2605.6,1
565228,2605.68,0
537766,2606.4,1
577825,2607.21,1
574692,2607.39,1
569727,2607.8,1
553058,2608.64,1
540548,2609.5,0
566479,2610.4,1
541283,2611.94,1
552699,2612.4,0
565444,2612.9,0
546849,2612.9,0
557617,2613,0
550031,2614.5,0
546545,2614.6,0
562610,2614.92,1
539109,2616,1
558772,2617.17,1
564666,2617.86,1
580915,2619.6,0
577218,2620.86,1
575691,2621.4,0
552294,2625.7,1
580301,2626.32,1
556928,2626.56,1
570648,2627.28,1
581291,2629.08,1
540823,2629.9,0
560088,2630.32,1
549910,2631.15,1
578283,2632,0
578807,2635.8,0
539084,2636.55,1
553317,2637.36,1
549907,2640,0
563239,2641.29,1
579406,2643.3,0
544769,2643.48,1
572521,2643.82,1
577478,2644.74,1
574098,2644.8,1
556508,2645.16,1
545851,2648.28,1
563454,2648.8,1
564629,2649.6,1
578004,2649.68,1
539142,2650.39,0
563907,2651.22,1
546659,2651.4,1
547171,2652.75,0
538013,2653.35,1
567353,2653.95,1
577718,2654.4,0
540060,2656.4,1
561010,2657.2,0
544180,2657.2,1
544064,2657.6,0
550182,2658.56,1
536971,2658.6,1
539214,2659.02,1
576220,2659.72,0
560607,2660.31,0
560279,2661.75,0
563075,2662.3,0
566649,2663.04,1
542430,2664,0
578945,2665.34,0
579328,2666.02,0
576540,2666.16,0
543095,2666.8,1
538252,2667,0
536578,2667.6,1
548318,2671.2,0
568194,2672.79,1
572443,2673,1
538240,2673.44,0
576664,2675.4,1
558749,2675.54,0
539292,2675.7,1
553907,2677.62,0
551978,2678.43,1
556512,2680.8,0
553885,2681,1
578461,2681.05,1
547032,2681.4,1
550628,2682.62,1
547535,2685,1
580363,2685,1
568700,2685.48,0
553752,2685.65,0
573284,2685.75,1
577796,2686.2,1
563440,2687.86,1
572756,2688,0
558442,2688.01,1
564095,2688.92,1
581449,2689.06,0
546770,2691.42,0
540258,2692.4,1
551981,2692.8,1
571063,2693.45,1
564053,2693.6,1
580158,2695,1
574674,2695.26,0
558766,2695.33,1
577919,2695.35,1
546037,2696.2,1
545343,2697,1
577721,2697.44,1
581448,2697.6,1
536423,2698.8,0
569213,2699.48,1
555403,2700,0
537301,2700.72,0
557966,2700.8,1
554922,2701.6,1
567426,2702,0
571407,2702.15,0
563203,2705,1
542720,2707.38,1
558121,2708.02,0
567302,2710.92,1
557743,2711.1,1
577521,2711.88,1
558999,2711.89,1
553145,2712.18,1
567806,2713.04,1
561314,2713.2,0
580559,2713.92,1
566628,2718,1
542590,2719.91,1
553165,2720.88,1
563852,2723,0
541966,2723.56,1
563013,2724.96,0
578114,2725.29,1
557772,2725.32,0
564551,2725.5,1
554637,2725.8,1
580988,2726.46,0
581064,2728.08,0
560098,2730.5,0
577028,2730.7,0
563941,2731.05,0
561008,2731.2,1
555932,2731.22,0
537801,2732.65,0
558339,2733.15,1
554101,2733.6,1
569724,2734.7,0
575329,2735.6,1
553186,2736,1
549597,2736.04,1
573154,2737.5,1
568312,2738.56,1
559537,2738.76,0
580388,2738.96,1
562581,2739.96,0
549722,2744.82,1
569845,2745,1
577790,2745.6,0
538064,2745.6,0
554561,2745.88,1
541851,2746.12,0
555871,2746.24,0
542026,2749.65,0
569462,2750,1
566968,2753.4,0
578992,2754,0
563696,2754.96,0
539226,2755.25,0
536787,2755.76,1
545030,2756.16,0
546418,2756.16,1
548563,2756.55,1
561466,2757,0
578035,2760.12,1
549691,2760.4,0
561905,2761.2,1
551211,2761.85,1
573164,2762.1,1
579008,2762.24,0
572313,2763.9,0
573171,2764.8,0
543639,2765.4,1
578364,2765.73,1
576995,2766.72,0
571691,2768,0
561453,2770.56,0
570866,2772.46,0
566236,2775,1
564158,2775.12,0
543177,2775.5,0
565733,2776,1
579180,2776.08,1
548335,2776.17,1
541523,2776.95,1
570696,2777.6,0
569079,2778.78,0
557150,2779.32,0
567897,2780.16,0
564376,2781.78,1
545156,2782,1
548189,2782.41,0
580534,2782.5,0
545662,2783,1
577329,2783.81,0
562923,2785.86,1
544749,2786.1,0
574506,2786.3,1
575581,2786.7,0
579786,2788.5,0
560048,2788.92,0
558867,2791.6,1
578322,2792.4,0
544835,2793.6,1
558472,2794.8,0
555353,2796.6,1
557797,2797.2,0
574305,2797.2,0
576637,2797.2,1
559906,2797.5,0
551662,2798.25,1
536983,2798.4,0
567181,2798.76,0
545435,2802,1
544603,2803.2,0
572912,2803.33,1
564975,2804,0
537025,2805.12,1
537459,2805.6,1
568192,2806.04,1
562780,2807.3,1
549880,2809.8,1
573994,2810.74,1
556203,2811.55,1
546372,2811.6,1
575684,2811.62,0
579182,2812.2,1
565240,2812.32,0
567970,2815.85,1
543487,2818.2,1
564058,2818.68,1
543247,2818.8,0
547101,2818.8,1
543282,2819.96,1
549277,2819.96,1
572541,2822.3,1
573749,2823.24,0
570799,2823.6,1
554090,2825.28,1
555548,2826.45,1
541511,2827.98,1
566648,2828.2,1
549923,2828.88,0
540984,2831.4,0
539666,2832,0
563215,2833.53,1
538967,2834.16,0
548458,2834.4,0
550992,2837,1
548499,2838,1
572512,2838.78,1
543991,2839,0
549715,2839.1,0
560906,2839.2,0
542996,2839.55,0
569024,2840.04,1
576912,2843.16,1
546249,2843.5,1
539650,2844.58,1
539588,2846.4,1
552441,2846.9,1
544151,2847.2,1
562141,2847.24,0
556325,2847.35,1
545835,2847.45,0
567515,2847.6,1
543189,2847.84,1
543919,2848.1,0
573141,2848.2,0
569679,2848.5,1
549293,2848.8,1
571565,2849.5,1
562162,2849.7,1
542931,2850,1
574871,2853.02,1
545430,2853.6,1
556186,2854.3,1
536976,2855.32,1
558874,2858.44,0
569409,2858.46,1
556480,2860.03,1
556435,2860.1,0
538512,2861.5,1
538944,2861.8,1
554367,2862,0
561876,2862.09,1
543249,2862.3,0
567171,2864,0
539004,2866.98,1
574631,2867.3,1
559711,2871.14,1
561393,2872.8,1
540363,2873.7,1
559896,2873.85,1
580634,2874.24,1
564957,2876.2,1
536890,2879.28,1
563890,2881.2,0
578128,2882.88,0
574323,2883.33,0
538007,2884.2,1
577175,2884.44,0
572316,2884.64,1
539275,2886,1
559010,2887.5,0
576928,2888.55,1
567679,2888.76,1
561389,2888.96,1
574841,2890.2,1
537851,2890.8,0
555857,2891.2,1
565429,2892.75,0
559129,2894.88,1
553612,2895.67,1
567102,2896.22,1
553614,2898,1
558467,2898.28,1
539299,2898.5,0
580746,2900.25,1
567860,2900.4,0
571655,2900.8,1
558334,2901.58,1
559689,2901.6,1
537397,2902.8,0
542389,2903.6,0
572348,2904,0
543036,2904,1
571504,2904.76,1
555585,2906.28,1
569649,2906.28,0
571595,2907.2,1
552170,2907.26,1
565668,2910,1
570984,2910.24,1
537654,2911.8,1
552302,2912.83,0
578705,2914.2,1
556881,2914.54,0
555351,2915,1
562525,2915.25,1
538200,2916.69,1
562368,2917.2,0
540828,2920.32,0
566746,2920.4,0
545555,2920.68,0
540702,2920.86,0
573830,2922.96,1
559302,2923.2,1
546218,2923.2,0
570821,2924.64,1
544091,2928,0
566969,2928.38,0
570090,2930.48,0
560268,2932.41,1
547060,2933.64,1
575133,2934.12,1
575673,2934.36,1
550831,2935.2,1
543602,2935.9,0
566759,2937.48,0
557735,2939,1
545550,2939.44,0
580852,2939.58,1
538197,2939.75,1
548568,2940.3,1
544059,2941.12,1
537476,2942.5,0
563204,2945.69,1
551839,2946.24,1
551823,2946.3,0
538875,2946.8,1
573878,2947.48,0
581417,2948,0
542707,2948.8,1
555415,2950.95,0
569932,2951.12,1
551872,2951.2,0
556488,2952.4,0
567517,2953,1
545163,2953.75,0
538841,2955,0
575866,2955.12,0
541121,2956.2,1
541988,2956.8,0
576734,2956.8,1
564055,2957.8,1
581016,2958.34,1
573747,2959.44,1
564203,2960.64,1
537607,2961.48,0
564722,2962.12,1
580902,2963.52,1
543045,2964.42,1
561644,2964.72,0
544129,2965.95,1
546432,2966.4,0
568393,2966.7,0
549434,2968.24,0
558900,2968.35,0
563062,2969.4,1
578304,2969.8,1
572462,2969.82,1
552053,2971.2,1
579163,2972.16,0
544302,2972.2,1
557497,2972.34,0
538473,2972.64,0
569396,2973.6,1
540002,2974.16,1
573945,2975.67,1
563571,2975.77,0
559462,2977.38,1
558483,2977.54,1
564848,2977.9,1
549956,2978.48,0
536673,2978.64,0
543274,2978.91,0
575066,2980.72,1
576060,2981.12,1
557950,2981.52,1
561046,2981.8,1
556968,2983.68,0
570284,2984,0
577477,2985.2,1
538437,2985.4,1
563217,2986.34,1
551991,2986.64,1
578939,2988.08,0
551013,2988.6,1
555546,2988.94,1
552955,2992.5,0
557792,2993.25,0
565488,2995.15,1
581251,2995.2,1
543664,2995.52,1
543184,2997.58,0
546464,2997.8,0
561535,3000.24,0
536416,3003,1
565758,3003.3,1
562453,3003.64,1
579549,3004.68,1
554424,3005.1,0
556779,3005.3,1
576901,3005.94,0
549117,3006.72,1
544090,3007.2,1
551649,3008.52,0
559368,3008.75,0
558182,3009.6,0
550492,3009.95,1
573918,3011.99,1
561914,3012.32,0
565481,3013.76,1
541287,3014.56,1
578369,3014.9,1
576605,3015.54,1
562902,3017.3,1
552168,3017.5,1
570282,3018.52,0
546441,3020,1
572106,3022.22,0
550606,3022.24,0
539312,3022.5,1
538862,3023.28,1
572870,3024,0
565452,3025.56,1
577691,3026.76,1
562211,3027.6,1
546382,3028.38,0
554674,3029.04,1
574485,3029.4,1
576608,3029.76,0
543547,3030.75,1
579011,3030.88,1
570825,3032.1,0
545017,3034.85,1
569209,3035.1,1
547508,3037.1,0
566750,3038,0
544912,3038.12,0
567329,3038.4,1
557855,3038.76,0
573336,3039.46,0
551726,3041.28,1
575850,3041.28,1
542733,3041.36,1
575632,3041.58,1
561109,3042.2,0
555746,3045.24,0
539610,3045.57,0
575639,3045.6,0
569576,3045.87,0
543098,3046.08,0
537886,3047,0
563381,3047.59,1
572094,3048,0
567634,3048.48,0
563188,3049.12,1
565245,3049.84,1
555399,3050.6,1
572289,3050.8,0
576758,3050.88,1
564304,3051.24,1
542919,3052.5,1
580393,3055.2,1
571464,3056.55,1
564668,3056.88,1
556329,3059.32,1
561678,3060.85,0
558418,3061.76,1
562452,3062.04,0
565383,3062.85,1
554042,3065.6,1
559640,3065.78,1
543825,3066.8,0
545214,3067,0
548552,3067.2,1
553902,3067.57,1
550972,3069.58,1
552274,3070,1
564077,3071.76,0
559048,3072,1
550830,3072.3,0
571839,3072.41,0
548349,3072.96,0
546785,3076,0
555944,3076.56,0
540955,3076.64,0
558114,3077.05,1
551262,3077.8,0
559040,3078.09,0
549744,3080.4,1
580070,3080.4,1
559327,3080.64,1
557612,3081.25,1
556043,3081.33,0
566862,3081.75,1
561455,3082.48,1
551194,3083.08,1
554073,3083.4,0
571007,3083.6,0
555859,3085.02,0
540460,3086.56,1
544060,3086.6,1
554789,3088.8,0
581397,3090.7,1
559527,3091.38,1
559328,3092.4,0
581018,3092.4,0
553689,3092.64,1
574138,3092.64,1
549728,3092.75,0
568594,3093.84,1
538208,3094,0
571547,3094.17,0
564639,3094.18,1
545325,3094.42,1
573028,3095.82,0
554868,3096,1
539040,3096,0
565149,3096.18,1
547074,3098.68,1
556722,3098.7,0
558199,3100,0
576631,3100.4,1
560924,3101.04,1
559523,3101.12,0
539042,3102.88,0
578060,3104,1
568583,3105.75,1
577814,3107.34,1
564045,3107.76,0
548560,3108,1
580386,3108.5,1
548260,3109.44,0
537037,3109.6,1
541576,3109.92,0
570356,3109.92,0
574867,3110.3,1
566484,3110.4,0
575050,3110.4,0
556903,3111.3,0
557294,3112,1
550971,3112.28,0
556596,3112.48,1
571041,3113.18,0
546399,3116.1,0
570726,3116.31,0
539837,3116.4,0
561390,3118.75,1
577086,3118.84,1
565643,3119.49,1
578627,3120,1
536831,3120,1
559151,3120,0
547864,3121.91,1
549991,3123.4,1
570699,3124.22,0
538935,3126.13,1
555634,3127.52,1
562342,3128.58,0
572901,3129.7,0
549239,3130.26,1
549705,3130.44,0
557103,3130.89,0
559935,3132.8,1
576865,3132.9,1
549360,3133.84,0
562914,3134.08,1
565186,3134.7,0
577743,3134.72,0
544477,3134.88,0
550999,3135,0
552537,3136.08,1
558107,3137.25,0
536944,3140,0
581236,3141.54,0
575724,3141.6,1
580506,3142.4,1
547078,3143.36,0
556908,3144.52,1
538187,3145,0
539487,3145.5,1
554579,3146.4,0
566189,3147.05,0
548651,3149.25,1
577026,3150.52,1
544448,3150.56,0
557302,3151.92,1
536981,3153.15,0
575891,3153.3,1
552271,3153.46,1
581427,3153.5,0
561532,3153.6,0
539290,3153.92,0
558056,3154.14,1
549980,3154.32,1
569382,3155.95,1
546929,3156.3,0
547895,3156.3,0
547034,3156.4,1
564377,3158.61,1
581443,3158.64,0
566301,3160.64,1
556121,3160.64,1
538527,3161.76,1
563371,3162.2,0
575574,3164.49,1
572220,3167.28,1
568331,3167.36,1
560551,3167.5,1
557298,3168.2,0
558679,3168.72,1
546248,3169.6,1
559605,3171.48,0
571685,3171.56,0
580967,3171.6,0
567909,3172.05,1
556010,3174,1
543165,3174.85,1
540383,3174.92,0
580894,3177.2,0
563703,3177.81,0
555745,3177.96,0
547055,3179.15,0
580973,3179.75,0
545855,3180.9,0
548983,3185.55,1
540649,3185.85,1
537759,3188.16,0
556533,3188.88,1
557961,3189.64,0
576511,3191.89,0
553055,3193.08,0
569522,3193.75,1
578300,3193.75,0
543332,3195.5,1
562527,3195.9,0
557602,3198,0
541973,3199.55,0
573032,3199.68,1
569717,3201.38,1
547922,3202.2,1
580286,3202.72,1
544612,3202.92,1
574040,3203.64,0
536533,3204,0
556577,3205.02,1
568652,3205.68,1
537681,3206,0
568997,3207.12,1
566618,3207.5,1
570429,3208.76,1
566485,3208.8,0
559940,3209.5,0
577793,3210.57,1
561861,3212.9,0
570717,3213,1
580293,3213.46,1
551896,3213.48,0
566226,3213.6,1
541568,3214.2,0
557739,3214.34,1
555940,3214.4,1
568458,3214.75,0
547096,3216,0
536739,3217.8,1
549972,3217.8,0
550838,3217.8,1
580005,3219.48,0
573324,3220.62,0
564321,3221.9,1
566438,3222.12,0
570183,3222.4,0
552555,3222.58,1
538080,3223,0
575688,3223.22,0
560696,3223.35,0
554074,3223.8,1
568536,3223.92,0
550837,3224,1
552735,3224,1
580717,3225,0
578530,3225.06,0
561356,3225.09,0
559671,3226.85,0
559515,3227.7,1
580538,3227.96,1
581450,3228.16,1
561701,3229.32,0
537155,3229.38,1
566747,3229.91,0
555820,3230.08,1
564743,3230.5,1
554998,3231.75,1
537415,3231.9,1
542835,3232,1
556130,3232.46,0
542599,3232.66,1
572211,3232.8,1
562095,3234.95,1
555852,3236.22,0
538665,3236.82,1
581395,3238.55,1
573351,3238.56,0
546420,3241.98,0
580151,3242.47,0
537140,3242.7,0
550701,3243,1
563356,3243.36,1
570851,3247.15,1
572279,3247.4,0
539867,3247.56,0
578914,3248.64,0
562947,3248.75,1
569402,3248.91,1
552004,3249.6,1
554943,3250.8,1
581442,3251.49,1
552664,3251.94,1
558765,3252.06,1
551467,3252.95,1
573000,3255.2,1
561709,3256.11,0
574868,3256.2,1
541649,3256.77,0
554927,3257.2,0
554709,3258,0
557514,3258.36,1
537792,3258.5,0
540182,3259.2,1
548202,3259.7,0
569419,3260.28,1
577694,3261.72,1
558443,3262,1
543748,3264.8,1
558351,3264.8,0
552960,3265.7,0
559888,3266,0
549021,3266.16,1
570222,3266.44,0
563441,3267.45,1
548338,3267.81,1
576201,3270.6,1
556822,3272.5,1
549992,3273.6,0
551149,3273.68,1
553187,3274.7,0
557935,3275,1
577334,3275.2,0
540456,3276,1
575187,3276,0
538166,3276,0
559360,3276.24,1
545577,3278.25,1
573545,3279.4,1
558686,3281.15,1
541172,3281.58,1
544044,3282.4,1
563552,3283.75,1
557499,3283.8,1
579027,3284.79,0
539730,3285.25,0
580287,3285.36,0
565747,3287.76,1
559092,3287.79,1
580608,3288.6,1
557251,3289.6,0
537377,3289.76,0
573841,3292.12,1
540387,3294.39,0
558092,3294.4,0
563728,3294.4,0
570668,3296.7,1
544473,3298.32,1
539330,3299.7,0
544351,3300,1
545574,3300,0
575305,3300.12,0
551993,3302.02,1
545002,3302.2,0
553213,3303.04,0
574099,3303.2,1
555198,3304.6,0
548448,3305.5,0
546156,3307.2,0
551124,3308.5,1
567168,3309.13,0
562365,3309.15,1
577755,3309.9,0
548907,3311,0
557264,3311.16,0
561044,3312.3,0
546366,3317.25,0
543527,3317.6,1
551836,3318.57,1
542406,3320.1,0
536741,3320.2,1
541480,3321.07,1
569471,3321.99,0
555832,3322,0
581477,3322.08,0
572272,3322.2,1
554055,3323.04,1
539008,3323.2,1
538843,3323.5,1
547201,3325.72,1
550311,3326,1
554307,3326.4,0
537389,3327,1
576190,3328.16,1
566020,3330.72,1
541500,3331.04,0
554545,3332.7,1
542649,3333.05,0
577818,3334.5,0
573774,3334.86,0
569917,3336,1
555916,3336.84,1
551218,3337.74,1
577514,3337.77,0
551889,3338.08,0
537843,3339.4,1
553402,3340.56,1
578133,3340.74,1
564017,3342.08,0
566627,3343.1,1
576841,3343.56,0
541240,3344.9,1
549957,3345.53,1
558183,3348.54,1
565667,3348.66,0
537176,3349.5,0
561112,3353.08,1
581502,3354.34,1
544822,3357,0
560992,3359.3,0
550120,3360.9,1
536857,3360.96,1
577540,3361.02,1
553062,3361.5,1
576930,3362.32,0
581480,3362.52,1
541208,3362.56,0
573921,3363.84,0
537806,3364.2,1
551967,3364.2,1
575383,3366.08,1
563729,3366.4,0
577083,3366.7,1
573133,3371.22,1
581183,3371.34,1
573587,3371.52,1
577533,3371.79,1
575695,3374.6,1
554977,3375.74,1
579901,3376.56,1
561004,3376.66,1
574940,3376.88,0
547727,3378.24,0
541794,3379.6,1
553179,3380.52,0
550462,3381,0
572230,3382,1
581113,3382.25,0
559991,3383.64,1
568874,3384.08,0
570219,3384.3,1
568343,3384.52,1
575628,3384.96,1
572195,3385.72,0
558870,3385.8,1
539637,3386,0
573911,3386.4,1
544453,3386.4,1
579013,3386.6,0
558636,3387,1
556020,3387.42,1
562563,3387.52,1
571793,3387.9,1
576074,3388.56,1
574143,3389.52,1
549836,3390,1
565200,3390.8,1
550796,3392.64,0
565128,3394.5,1
546190,3396,0
579096,3397,1
545213,3397.6,1
572184,3398.4,0
562107,3399.76,1
545000,3400,1
539561,3400.32,0
566188,3401,0
548330,3401.45,0
562133,3401.76,1
575299,3402,1
541675,3402.8,1
558430,3402.88,0
575652,3405.6,1
554869,3406.8,1
549566,3407.95,0
548660,3408,1
580051,3408.58,1
550996,3408.6,1
577089,3409.1,0
574870,3410.4,1
559060,3411.2,1
580372,3416.14,1
563548,3417,1
542678,3417.22,1
562021,3417.68,1
569321,3418.2,0
578312,3418.2,0
580719,3418.8,1
562925,3418.8,0
536972,3419.5,1
580143,3419.92,0
562093,3422.4,1
540016,3425.7,1
539111,3426.62,1
555157,3427.2,0
556520,3427.71,1
554982,3428.15,0
541288,3429,1
540528,3430,0
563764,3431.4,0
558557,3432,1
542521,3432.87,0
575889,3435.46,0
542530,3436.55,1
570117,3437.1,0
542382,3437.86,0
542258,3439.4,1
544107,3439.8,1
558562,3441.24,0
543106,3442.65,0
566287,3442.74,1
564718,3450.75,1
537612,3452.6,0
555862,3452.9,1
554822,3454.2,0
553503,3454.64,0
562137,3455.76,0
546761,3456.6,1
578103,3456.96,1
547800,3457.08,1
536612,3457.12,0
567614,3457.44,1
558699,3459.41,0
577406,3460.9,1
575069,3461.25,1
581445,3462.04,1
574888,3462.6,0
575976,3463.2,1
568485,3463.36,1
548806,3464.16,0
541004,3466.98,0
571300,3467.1,1
545064,3467.75,0
575215,3468,0
565598,3468.66,0
543797,3469.2,1
563929,3469.44,0
580622,3469.7,1
559942,3470.1,1
546396,3471.2,1
576875,3478.4,1
577516,3478.5,1
578252,3479.28,1
560584,3479.68,1
551189,3480,0
559519,3480,1
562123,3480,0
576186,3480.18,1
544585,3480.36,0
545182,3482.2,1
542152,3483.59,1
568786,3484.16,0
568667,3489.2,0
542425,3489.2,1
541127,3489.92,1
562839,3492.78,1
537030,3493.2,1
564741,3494.82,0
542243,3494.88,1
559815,3496.8,1
547662,3497.34,0
576736,3497.4,1
544596,3498,1
549303,3500.16,1
567906,3501.12,0
540498,3502,0
537435,3507.14,0
540835,3507.5,1
575849,3511.06,1
541002,3512.7,1
570184,3513.06,0
579255,3513.51,1
573022,3513.9,1
574523,3515.4,0
553178,3516.24,0
577795,3519.04,1
554853,3519.18,0
558713,3520.92,1
546765,3521.14,0
542224,3523.52,1
568875,3524.5,1
553468,3525.12,0
538186,3526.6,1
553873,3527.92,1
573932,3528,1
570380,3528,1
572874,3528.36,0
555520,3528.96,1
556791,3529.2,1
559980,3530.73,0
556527,3530.88,0
538815,3531.75,0
572483,3533.6,1
539315,3535.1,0
542796,3537.46,0
537830,3537.6,0
546790,3537.9,0
573908,3538.15,1
572101,3538.38,1
556724,3540.42,1
566297,3542.64,1
544305,3547.2,1
547719,3547.8,1
568201,3547.95,0
565802,3548.85,0
561005,3550.94,1
567195,3551.33,0
568653,3551.52,1
555538,3551.76,0
580073,3551.84,0
538537,3553.2,0
564198,3553.48,0
566962,3553.88,0
575485,3554.32,1
540454,3554.88,1
580132,3555.04,1
570906,3555.6,1
546164,3555.75,1
567516,3556.3,0
565139,3556.88,1
576373,3557.6,0
548912,3557.75,0
561585,3559.05,1
543248,3559.68,0
577474,3560.35,1
537595,3560.48,1
546424,3561.78,0
545676,3562.88,1
571698,3562.88,1
555114,3563.1,1
549237,3563.19,1
568136,3564.08,1
543805,3564.54,0
553908,3566.06,0
576900,3567.9,0
570189,3568.23,1
538504,3568.95,1
557972,3568.97,1
562092,3569.52,0
562379,3570.84,0
548449,3573,1
571107,3576.75,0
574891,3577.6,1
558623,3579.25,1
557952,3579.3,1
565406,3579.84,1
541916,3582.24,1
567523,3582.36,0
538878,3582.8,1
564507,3585.6,0
551387,3586.6,0
575754,3587.04,0
539836,3587.04,0
553675,3587.76,0
551725,3588,1
550711,3588.32,1
556683,3588.48,0
558191,3589.2,1
538810,3591,0
558038,3591.28,1
545945,3592.8,0
542123,3593.2,0
576873,3593.52,1
570857,3594.04,1
568999,3596.88,0
580125,3600.64,1
551198,3600.8,1
570675,3601.25,1
542125,3601.4,1
578680,3601.82,1
570823,3603.6,1
568993,3605.28,0
570337,3605.7,1
561818,3609.06,1
561329,3609.12,0
565732,3609.2,1
547018,3609.36,0
556571,3611.42,1
546857,3611.52,1
555493,3611.52,1
538888,3611.52,0
550179,3614.56,0
553848,3617.64,1
551055,3617.88,0
573158,3618.09,0
548170,3618.6,1
577035,3618.72,0
574911,3619.2,1
548730,3619.98,1
574755,3622.6,1
565677,3623.88,0
570670,3625.26,1
569012,3625.56,1
562788,3625.6,1
556483,3627.2,1
547390,3628.16,1
549678,3628.8,0
543278,3629.64,1
559699,3630.55,0
551623,3631.32,0
570694,3633.1,1
556642,3633.74,0
546873,3633.84,1
581378,3634.44,1
556792,3634.8,0
579921,3635.28,0
579184,3635.37,0
537200,3635.92,1
579155,3636.36,0
553174,3637.9,1
578015,3639.36,0
550612,3640,0
559774,3641.13,1
568713,3641.21,0
567630,3641.28,0
578078,3641.9,0
574671,3643.2,0
569871,3645.15,1
565209,3645.85,1
543481,3646.16,0
564319,3646.72,1
544652,3646.8,1
571238,3647.52,1
541251,3648.7,1
537884,3649.68,1
565740,3649.92,1
556059,3650.4,1
579498,3651.6,0
575732,3652.5,0
570661,3654,1
575145,3654.3,0
556282,3654.88,1
567849,3655.19,0
547902,3656.4,0
555336,3656.4,0
537366,3657,1
569021,3657.2,1
574085,3658.15,1
568518,3662.75,1
557861,3663,0
572241,3663.9,1
577405,3664.22,1
554496,3664.96,1
572125,3665.48,0
543913,3665.49,0
547795,3672,0
551985,3672.72,1
538503,3673.14,1
547550,3673.44,1
562105,3675.89,0
576704,3676.08,1
545702,3677.28,0
544485,3678.4,1
563747,3678.4,1
549467,3681.25,0
543674,3681.4,0
572519,3682,1
537238,3682.8,1
561607,3682.8,0
537059,3683.96,1
543281,3684.14,1
555092,3687.2,0
556485,3688.8,1
545161,3689,0
557964,3689.4,1
545032,3690,0
564710,3690.15,1
539982,3690.7,1
546995,3693.26,0
571675,3695.56,1
553846,3696.75,1
543275,3698.15,1
554597,3699.24,1
575140,3700.08,0
578685,3700.08,1
556256,3700.62,0
551286,3703.64,1
546768,3704,0
568205,3704.4,0
564473,3705,0
547051,3708.54,1
557315,3709.18,0
573578,3709.86,1
550487,3711.24,1
572752,3711.42,1
559471,3712,1
566598,3712.05,0
581416,3716.16,1
573398,3717,0
563180,3717.12,1
561704,3718.21,1
547876,3718.3,1
542372,3718.64,0
561119,3718.98,1
546919,3719.69,1
560754,3720,0
574502,3720.11,0
578339,3722.18,1
574100,3723.2,0
546430,3724.38,1
566264,3725.15,0
547366,3726,1
549965,3726,0
549977,3726.38,1
546622,3727.84,1
565210,3728.4,0
562025,3729.6,0
577498,3731.7,1
536588,3733.75,1
547920,3734.04,1
566172,3734.08,0
568324,3735.04,1
536526,3735.56,1
569914,3735.84,0
566086,3736.46,0
576519,3736.59,1
567886,3738.24,1
546427,3738.42,0
538871,3738.6,0
561533,3738.6,0
545534,3738.7,0
541595,3739.22,0
562148,3741.18,1
574952,3741.66,0
577973,3742.32,1
559018,3744.44,1
579514,3744.64,1
557634,3748.68,0
544083,3748.75,1
546443,3748.8,1
562854,3750.88,0
554656,3752.75,1
546304,3752.91,1
581118,3754.8,0
564439,3756.72,1
545663,3757.53,1
553195,3757.65,0
566481,3759,0
555494,3760.4,1
537046,3762,1
543907,3762.78,1
544899,3764.57,1
550817,3764.64,0
564037,3768.27,0
543115,3769.2,0
562583,3771.05,1
560820,3773.17,1
566054,3775,0
547877,3775.28,0
566173,3775.8,1
581454,3779.23,1
537086,3780,0
547324,3780,0
572131,3782.9,0
538661,3784.2,0
577701,3784.32,1
579634,3785.25,1
538421,3785.6,0
560824,3786.09,1
579003,3786.46,1
545647,3787.75,0
572764,3787.8,1
554337,3788.2,1
556305,3788.4,1
556809,3789.22,1
573599,3792.52,1
542419,3792.87,1
572924,3792.9,1
536799,3794.2,0
537899,3794.4,0
546082,3794.4,0
573408,3794.56,1
569738,3794.72,1
572612,3795.54,1
578087,3795.81,0
580155,3796.36,1
558706,3798.4,0
559300,3799.16,0
570010,3801.6,1
538648,3801.6,1
571809,3802.4,0
560357,3803.52,0
539283,3804.75,1
549275,3804.8,0
546640,3805,0
573770,3805.44,0
568876,3805.76,1
554603,3807.18,0
558570,3807.7,0
568805,3810.45,0
551350,3811.2,0
557864,3814.88,1
567907,3816,0
549059,3817.44,0
575068,3819.9,0
572902,3822,0
561096,3822,1
561635,3822.96,1
575515,3823.95,1
543057,3825.24,1
578459,3825.92,1
576025,3826.8,0
579358,3827.25,1
541597,3827.55,1
561090,3828,1
